RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	BT9045700	RETAIL PHARMACY	THE MEDICINE SHOPPE	THE MEDICINE SHOPPE	95 YORK ROAD	null	WARMINSTER	PA	18974	BUCKS	S	9193	00406036701	HYDROCODONE	5.0	null	null	null	null	0000	08222007	3.0269999999999997	500.0	708055835	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RH0211374	DISTRIBUTOR	HY-VEE	null	1802 OSCEOLA AVENUE	null	CHARITON	IA	50049	LUCAS	BH8068769	CHAIN PHARMACY	HY-VEE PHARMACY #1 (1504)	null	1025 N. QUINCY	null	OTTUMWA	IA	52501	WAPELLO	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	05182011	1.5135	500.0	2593	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Hy-Vee	5.0
RF0225311	DISTRIBUTOR	ECKERD CORPORATION	null	7245 HENRY CLAY BLVD	null	LIVERPOOL	NY	13088	ONONDAGA	BR5272606	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #10839	1030 PINE AVENUE	null	NIAGARA FALLS	NY	14301	NIAGARA	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	07122007	1.5135	500.0	1189	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Eckerd Corporation	5.0
RW0161872	DISTRIBUTOR	WALGREEN EASTERN CO INC	null	DBA WALGREENS WAREHOUSE	125 N COMMERCE WAY	BETHLEHEM	PA	18017	NORTHAMPTON	FW1011117	CHAIN PHARMACY	WALGREEN CO.	DBA:  WALGREENS #11677	101 FORBES DR.	null	MARTINSBURG	WV	25404	BERKELEY	S	9193	00591050201	HYDROCODONE	3.0	null	null	null	null	0000	02182010	1.36215	300.0	14216	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
RC0315108	DISTRIBUTOR	CVS PHARMACY, INC.	null	225 HARPERS LANDING BLVD	null	CONROE	TX	77385	MONTGOMERY	BC5354054	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 07426	4775 W PANTHER CREEK DR STE A-100	null	THE WOODLANDS	TX	77381	MONTGOMERY	S	9193	53746011901	HYDROCODONE	3.0	null	null	null	null	null	11182010	1.8162	300.0	21177	HYDROCODONE BITARTRATE/APAP 10MG/500	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	CVS	10.0
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	BH0723723	CHAIN PHARMACY	WEST VIRGINIA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 06306	201 MACCORKLE AVE.	null	SAINT ALBANS	WV	25177	KANAWHA	S	9193	00406036601	HYDROCODONE	3.0	null	null	null	null	null	07212010	1.36215	300.0	65309	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
PM0150538	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	710 132ND STREET SW	EVERETT	WA	98204	SNOHOMISH	BS5178707	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #0329	1112 SOUTH M STREET	null	TACOMA	WA	98405	PIERCE	S	9143	60951070070	OXYCODONE	5.0	null	null	115903402	null	null	12132011	3.361875	500.0	1112033473	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
PV0035673	DISTRIBUTOR	VALUE DRUG CO	null	ONE GOLF VIEW DRIVE	null	ALTOONA	PA	16601	BLAIR	AS7063871	RETAIL PHARMACY	STINE'S PHARMACY	null	1 EAST MAIN ST	null	SCHUYLKILL HAVEN	PA	17972	SCHUYLKILL	S	9143	00406052301	OXYCODONE	2.0	null	null	07X000053	null	null	11062007	1.7930000000000001	200.0	3695	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Value Drug Co	10.0
PM0020850	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9 AEGEAN DR	METHUEN	MA	1844	ESSEX	BT8510124	CHAIN PHARMACY	TARGET STORES A DIV.OF TARGET CORP.	TARGET STORE T-1835	70 WORCESTER PROVIDENCE TURNPIKE	STE 100	MILLBURY	MA	1527	WORCESTER	S	9193	00406036701	HYDROCODONE	2.0	null	null	null	null	null	08042009	1.2108	200.0	908005661	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RW0133479	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	4501 WAL-MART WAY	null	TIFTON	GA	31794	TIFT	BW5439460	CHAIN PHARMACY	WAL-MART PHARMACY 10-0899	null	340 NORMAN DR	null	VALDOSTA	GA	31601	LOWNDES	S	9193	00406035801	HYDROCODONE	2.0	null	null	null	null	null	10132008	0.9081	200.0	810030367	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RK0233180	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP I	null	DBA PEYTON'S SOUTHEASTERN	153 REFRESHMENT LANE	CLEVELAND	TN	37311	BRADLEY	BK8060131	CHAIN PHARMACY	KROGER PHARMACY L-543	null	2946 S CHURCH STREET	null	MURFREESBORO	TN	37127	RUTHERFORD	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	null	01042008	0.6054	100.0	25455	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Kroger	10.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BR5283609	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #11814	189 QUALITY FOOD SHOPPING CTR	null	CORNELIA	GA	30531	HABERSHAM	S	9143	59011041010	OXYCODONE	1.0	null	null	122265208	null	null	08072012	0.8965	100.0	1208075976	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10.0
RA0264325	DISTRIBUTOR	ASSOCIATED PHARMACIES INC	CLINTON KING	211 LONNIE E CRAWFORD BLVD	null	SCOTTSBORO	AL	35769	JACKSON	AW0165476	RETAIL PHARMACY	WAAS DRUG STORE INC	null	1551 SOUTH 14TH STREET	SUITE 1	FERNANDINA BEACH	FL	32034	NASSAU	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	10242011	0.3027	100.0	471774	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Associated Pharmacies Inc	5.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BP8389935	CHAIN PHARMACY	PUBLIX ALABAMA	null	PUBLIX PHARMACY #882	410 DOUG BAKER BLVD	BIRMINGHAM	AL	35242	SHELBY	S	9143	00406051205	OXYCODONE	1.0	null	null	066884243	null	null	03062007	2.24125	500.0	703013395	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	BB4220795	CHAIN PHARMACY	BI-LO	BI-LO PHARMACY #5156	8620 CAMFIELD STREET	null	CHARLOTTE	NC	28277	MECKLENBURG	S	9193	53746010901	HYDROCODONE	1.0	null	null	null	null	null	04202012	0.3027	100.0	1204078194	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Cardinal Health	5.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	BB3938240	CHAIN PHARMACY	BROOKSHIRE PHARMACY #8	null	747 HWY 259 NORTH	null	KILGORE	TX	75662	GREGG	S	9193	53746011001	HYDROCODONE	2.0	null	null	null	null	null	06092010	1.2108	200.0	28663	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	AmerisourceBergen Drug	10.0
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	BR4522478	CHAIN PHARMACY	RITE AID OF NEW YORK, INC.	RITE AID #4852	71-14 AUSTIN STREET	null	FOREST HILLS	NY	11375	QUEENS	S	9143	00406051201	OXYCODONE	3.0	null	null	122884895	null	null	08242012	1.34475	300.0	1208018447	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RW0191926	DISTRIBUTOR	CARDINAL HEALTH	null	7601 N.E. GARDNER AVENUE	null	KANSAS CITY	MO	64120	JACKSON	BM8481210	RETAIL PHARMACY	MEDICAP PHARMACY	null	320 6TH AVE	null	GRINNELL	IA	50112	POWESHIEK	S	9193	00406036501	HYDROCODONE	1.0	null	null	null	null	0000	06102008	0.3027	100.0	806009286	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	AS7985659	RETAIL PHARMACY	SNYDER PHARMACY	null	1330 US 41 WEST	null	ISHPEMING	MI	49849	MARQUETTE	S	9193	00591054001	HYDROCODONE	3.0	null	null	null	null	null	10112007	1.8162	300.0	710018181	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	BJ6181729	RETAIL PHARMACY	JIM'S PHARMACY	DBA THE CORNER DRUGSTORE	128 WEST GENESEE STREET	null	IRON RIVER	MI	49935	IRON	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	12122011	0.45405	100.0	1112010089	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	7.5
RO0153609	DISTRIBUTOR	CARDINAL HEALTH	null	71 MIL-ACRES DR	null	WHEELING	WV	26003	OHIO	AR6009597	CHAIN PHARMACY	PENNSYLVANIA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 04232	850 PENNSYLVANIA AVE.	null	MONACA	PA	15061	BEAVER	S	9143	59011010710	OXYCODONE	2.0	null	null	062266518	null	0000	08092006	14.344000000000001	200.0	608016417	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
RC0271267	DISTRIBUTOR	CARDINAL HEALTH	null	500 JERRY STEELE LANE	null	MCDONOUGH	GA	30253	HENRY	BR9093600	CHAIN PHARMACY	SOUTH CAROLINA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 04388	4295 JEFFERSON DAVIS HWY.	null	BEECH ISLAND	SC	29842	AIKEN	S	9143	63481062270	OXYCODONE	2.0	null	null	060849771	null	0000	06142006	1.7928	200.0	606030375	OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	FK0444428	CHAIN PHARMACY	KMART PHARMACY	null	2455 LEWISVILLE-CLEMMONS ROD	null	CLEMMONS	NC	27012	FORSYTH	S	9193	00406036501	HYDROCODONE	1.0	null	null	null	null	0000	08312009	0.3027	100.0	908078201	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PM0124723	DISTRIBUTOR	CVS PHARMACY INC	null	150 INDUSTRIAL DR., WRHS #2	null	NORTH SMITHFIELD	RI	2896	PROVIDENCE	BC5331715	CHAIN PHARMACY	CONNECTICUT CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02210	1239 EAST PUTNAM AVENUE	null	RIVERSIDE	CT	6878	FAIRFIELD	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	02182008	1.5135	500.0	35607	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	5.0
RA0223432	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	172 CAHABA VALLEY PKWY	null	PELHAM	AL	35124	SHELBY	BD5653008	RETAIL PHARMACY	FRED'S PHARMACY #1991	null	225 MEADOWBROOK ROAD	null	JACKSON	MS	39206	HINDS	S	9193	00591038501	HYDROCODONE	2.0	null	null	null	null	null	04232010	0.9081	200.0	24177	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
RW0347496	DISTRIBUTOR	WALGREEN CO.	null	DBA: WALGREENS	101 ALLIANCE PARKWAY	WILLIAMSTON	SC	29697	ANDERSON	FW0164652	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 10523	1613 GLENN BLVD SW	null	FORT PAYNE	AL	35968	DE KALB	S	9193	00591038505	HYDROCODONE	2.0	null	null	null	null	null	10072011	4.5405	1000.0	22398	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BM7027786	CHAIN PHARMACY	MARTIN'S FOODS OF SOUTH BURLINGTON, LLC	DBA HANNAFORD SUPERMARKET & PHARMACY #8394	11 TRIEBLE AVE	null	BALLSTON SPA	NY	12020	SARATOGA	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	0000	05082009	0.3027	100.0	905015963	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BS8041597	CHAIN PHARMACY	SAFEWAY PHARMACY #1956	null	14939 SHADY GROVE ROAD	null	ROCKVILLE	MD	20850	MONTGOMERY	S	9143	00406851501	OXYCODONE	2.0	null	null	066937661	null	null	08032007	2.6895	200.0	708022336	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15.0
PM0003094	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	2700 NORTH AMERICA DRIVE	WEST SENECA	NY	14224	ERIE	BR3681601	CHAIN PHARMACY	RITE AID OF NEW YORK, INC.	RITE AID #3496	6616 LINCOLN AVENUE	null	LOCKPORT	NY	14094	NIAGARA	S	9143	00406059401	OXYCODONE	3.0	null	null	084505143	null	null	01132009	5.379	300.0	901017084	OXYCODONE HYDROCHLORIDE 20MG TABS.	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	20.0
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BC9504540	CHAIN PHARMACY	COSTCO WHOLESALE CORPORATION	null	DBA COSTCO PHARMACY #737	6555 N. DECATUR BLVD.	LAS VEGAS	NV	89131	CLARK	S	9193	00591085301	HYDROCODONE	2.0	null	null	null	null	null	05202008	1.2108	200.0	805037776	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
PM0020850	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9 AEGEAN DR	METHUEN	MA	1844	ESSEX	BR4222016	CHAIN PHARMACY	MAXI DRUG NORTH, INC.	RITE AID #10292	679 CENTRAL AVE.	null	DOVER	NH	3820	STRAFFORD	S	9143	00406851501	OXYCODONE	5.0	null	null	086135559	null	null	02182009	6.72375	500.0	902013167	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15.0
PM0018425	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	14500 E 39TH AVE	AURORA	CO	80011	ADAMS	AS9691608	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #1998	7561 W. 80TH AVENUE	null	ARVADA	CO	80003	JEFFERSON	S	9143	60951071270	OXYCODONE	2.0	null	null	112559052	null	null	09132011	1.7930000000000001	200.0	1109031009	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RC0221236	DISTRIBUTOR	CARDINAL HEALTH	null	1240 GLUCKSTADT ROAD	null	MADISON	MS	39110	MADISON	BW9960142	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 02074	1202 N MAGNOLIA DR	null	TALLAHASSEE	FL	32308	LEON	S	9143	00406055201	OXYCODONE	2.0	null	null	124776637	null	null	11292012	0.8965	200.0	1211175738	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RW0263056	DISTRIBUTOR	CARDINAL HEALTH	null	600 N 83RD AVE	null	TOLLESON	AZ	85353	MARICOPA	BT8139772	CHAIN PHARMACY	THOMAS PHOENIX CVS, L.L.C.	DBA: CVS/PHARMACY  # 03625	8245 W. THOMAS RD.	null	PHOENIX	AZ	85033	MARICOPA	S	9143	63481062970	OXYCODONE	1.0	null	null	101716739	null	0000	06222010	0.8965	100.0	1006030704	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
