RA0290837	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1825 S. 43RD AVE, STE B	null	PHOENIX	AZ	85009	MARICOPA	AK7013826	RETAIL PHARMACY	KARE INC #4	null	100-A NORTH CHURCH STREET	null	BLOOMFIELD	NM	87413	SAN JUAN	S	9193	62037052401	HYDROCODONE	1.0	null	null	null	null	null	02212007	0.45405	100.0	9945	HYDROCODONE.BITARTRATE/IBUPROFEN 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5236410	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5909	3353 DEER VALLEY ROAD	null	ANTIOCH	CA	94509	CONTRA COSTA	S	9193	00406036301	HYDROCODONE	3.0	null	null	null	null	null	05072007	1.8162	300.0	4139	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Thrifty Payless Inc	10.0
RW0133479	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	4501 WAL-MART WAY	null	TIFTON	GA	31794	TIFT	FW0100759	CHAIN PHARMACY	WAL-MART PHARMACY 10-3829	null	2915 WEST MARKET STREET	null	JOHNSON CITY	TN	37604	WASHINGTON	S	9193	00406035801	HYDROCODONE	4.0	null	null	null	null	null	08022007	1.8162	400.0	708030956	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RM0336950	DISTRIBUTOR	MCKESSON CORPORATION	null	6775 JEFFERSON METROPOLITAN	null	MCCALLA	AL	35111	JEFFERSON	AM0471247	RETAIL PHARMACY	MAC'S DRUGS	MCCLAMY H M JR & MCDONALD	201 COMMERCE STREET	P.O. BOX 426	JACKSON	AL	36545	CLARKE	S	9193	00603388828	HYDROCODONE	1.0	null	null	null	null	null	04202007	3.0269999999999997	500.0	704013967	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW9155905	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 09549	5400 N PORT WASHINGTON RD	null	GLENDALE	WI	53217	MILWAUKEE	S	9143	00406058201	OXYCODONE	2.0	null	null	066648830	null	0000	01252007	1.34475	200.0	56885	OXYCODONE AND ACETA 7.5MG / 500MG TA	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	7.5
RW0186278	DISTRIBUTOR	WAL-MART WAREHOUSE #32	null	13231 11TH AVENUE	null	HANFORD	CA	93230	KINGS	BW8973225	CHAIN PHARMACY	WAL-MART PHARMACY 10-5458	null	37 STAFFORD LANE	null	DELTA	CO	81416	DELTA	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	null	05032007	3.0269999999999997	1000.0	705004011	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BM0426747	CHAIN PHARMACY	RITE AID OF MICHIGAN, INC.	RITE AID #1801	195 M-66 HIGHWAY	null	CHARLEVOIX	MI	49720	CHARLEVOIX	S	9193	00406036501	HYDROCODONE	1.0	null	null	null	null	null	02082007	0.3027	100.0	10796	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Rite Aid	5.0
PM0150538	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	710 132ND STREET SW	EVERETT	WA	98204	SNOHOMISH	BB8029868	RETAIL PHARMACY	BROWN & COLE STORES LLC	DBA MOSES LAKE FOOD PAVILION	PHARMACY #861	911 NORTH STRATFORD ROAD	MOSES LAKE	WA	98837	GRANT	S	9143	00406851501	OXYCODONE	6.0	null	null	066695290	null	null	02222007	8.0685	600.0	702014003	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	AR3191462	CHAIN PHARMACY	NORTH CAROLINA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 03531	900 N MADISON BLVD	null	ROXBORO	NC	27573	PERSON	S	9143	00591093201	OXYCODONE	6.0	null	null	073281931	null	0000	09102007	5.379	600.0	709017808	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	AW1075147	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 02958	3316 AVENUE H	null	ROSENBERG	TX	77471	FORT BEND	S	9193	00406036201	HYDROCODONE	1.0	null	null	null	null	0000	01162007	0.6054	100.0	2741	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BC5911107	CHAIN PHARMACY	GARFIELD BEACH CVS, L.L.C.	DBA: CVS/PHARMACY  # 08834	26686 PORTOLA PKWY	null	FOOTHILL RANCH	CA	92610	ORANGE	S	9143	00591350401	OXYCODONE	2.0	null	null	066895511	null	null	02092007	14.344000000000001	200.0	702033449	OXYCODONE HCL 80MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	80.0
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW7104639	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 06308	55 WESTPORT AVE	null	NORWALK	CT	6851	FAIRFIELD	S	9143	52152021502	OXYCODONE	8.0	null	null	070733885	null	0000	04232007	21.516	800.0	102869	OXYCODONE HYDROCHLORIDE USP 30MG TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	BT6829379	CHAIN PHARMACY	TARGET STORES A DIV.OF TARGET CORP.	TARGET STORE T-1763	ATTN: PHARMACY	3201 PRESTON RD.	FRISCO	TX	75034	DENTON	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	10162007	1.5135	500.0	710022331	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	5.0
RM0220688	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3000 KENSKILL AVE	WASHINGTON CT HOUSE	OH	43160	FAYETTE	AM6703056	RETAIL PHARMACY	MATHES PHARMACY	null	1621 CHARLESTON ROAD	null	NEW ALBANY	IN	47150	FLOYD	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	07182007	2.27025	500.0	707017197	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RC0221236	DISTRIBUTOR	CARDINAL HEALTH	null	1240 GLUCKSTADT ROAD	null	MADISON	MS	39110	MADISON	AW8744395	CHAIN PHARMACY	WALGREEN LOUISIANA CO., INC.	DBA: WALGREENS # 03199	1891 BARATARIA BLVD.	null	MARRERO	LA	70072	JEFFERSON	S	9193	68453091110	HYDROCODONE	1.0	null	null	null	null	0000	11192007	0.6054	100.0	711016799	XODOL;10MG HYDRO.BIT.;300MG ACET. TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Victory Pharma, Inc.	Victory Pharma, Inc.	Cardinal Health	10.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	AW4571457	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 00101	3382 CASTRO VALLEY BLVD	null	CASTRO VALLEY	CA	94546	ALAMEDA	S	9193	00591085305	HYDROCODONE	3.0	null	null	null	null	0000	04032007	9.081	1500.0	60	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
RA0291170	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1085 N. SATELLITE BLVD	null	SUWANEE	GA	30024	GWINNETT	BF8048781	RETAIL PHARMACY	FRED'S PHARMACY #1479	null	122 HILLCREST PARKWAY	null	DUBLIN	GA	31021	LAURENS	S	9143	63481062870	OXYCODONE	1.0	null	null	071130550	null	null	06192007	0.672375	100.0	3613	PERCOCET TABLETS OXYCODONE HCL 7.5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	7.5
PM0022929	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9700 SW COMMERCE CIRCLE	WILSONVILLE	OR	97070	CLACKAMAS	BS0214419	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #1523	4515 SE WOODSTOCK	null	PORTLAND	OR	97206	MULTNOMAH	S	9193	00591054001	HYDROCODONE	1.0	null	null	null	null	null	11162007	0.6054	100.0	711022674	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RA0310603	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1325 WEST STRIKER AVE	null	SACRAMENTO	CA	95834	SACRAMENTO	FS0160856	CHAIN PHARMACY	LUCKY  PHARMACY #748	null	1322 EL CAMINO REAL	null	SAN BRUNO	CA	94066	SAN MATEO	S	9193	00591085301	HYDROCODONE	5.0	null	null	null	null	null	03192007	3.0269999999999997	500.0	19484	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RC0238104	DISTRIBUTOR	CARDINAL HEALTH	null	2512 WESTCOTT BLVD	null	KNOXVILLE	TN	37931	KNOX	BH0695241	CHAIN PHARMACY	KENTUCKY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 06941	118 EAST NEW CIRCLE RD.	null	LEXINGTON	KY	40505	FAYETTE	S	9143	00406051201	OXYCODONE	6.0	null	null	066119829	null	0000	01262007	2.6895	600.0	701045401	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RA0287020	DISTRIBUTOR	ANDA PHARMACEUTICALS INC	null	6500 ADELAIDE COURT	null	GROVEPORT	OH	43125	FRANKLIN	BH9232101	RETAIL PHARMACY	HEATHER'S PHARMACY & MEDICAL SUPPLY, INC, HEATHER'S PHARMACY	null	1478 N. STATE ROAD 7	null	LAUDERHILL	FL	33313	BROWARD	S	9143	52152016502	OXYCODONE	2.0	null	null	07X000095	null	0000	07052007	0.959148	200.0	707004156	OXYCODO.HCL 5.35MG/TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	5.35
RF0225311	DISTRIBUTOR	ECKERD CORPORATION	null	7245 HENRY CLAY BLVD	null	LIVERPOOL	NY	13088	ONONDAGA	BF5281718	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #10826	291 WEST FERRY STREET	null	BUFFALO	NY	14213	ERIE	S	9193	00591085305	HYDROCODONE	1.0	null	null	null	null	null	01112007	3.0269999999999997	500.0	13568	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Eckerd Corporation	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BA4857299	RETAIL PHARMACY	AMI PHARMACY	null	4180 BROADWAY	null	NEW YORK	NY	10033	NEW YORK	S	9143	60951071270	OXYCODONE	3.0	null	null	07X000012	null	null	03022007	2.6895	300.0	14981	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW6956001	CHAIN PHARMACY	WAL-MART PHARMACY 10-2954	null	650 MAIN AVENUE	null	NORWALK	CT	6851	FAIRFIELD	S	9193	00093516101	HYDROCODONE	1.0	null	null	null	null	null	04092007	0.45405	100.0	704021009	HYDROCODONE BIT./IBUPROFEN;7.5MG & 2	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Teva Pharmaceuticals USA, Inc.	Teva	Wal-Mart	7.5
RW0231908	DISTRIBUTOR	CARDINAL HEALTH	null	2353 PROSPECT DR	null	AURORA	IL	60502	DUPAGE	AW5273622	CHAIN PHARMACY	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	DBA: WALGREENS # 04355	12 N NORTHWEST HIGHWAY	null	PALATINE	IL	60067	COOK	S	9193	52544091301	HYDROCODONE	1.0	null	null	null	null	0000	07262007	0.3027	100.0	707058094	NORCO 5/325;5MG HYDROCOD.BIT. & 325M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	5.0
RA0314562	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6305 LASALLE DR	null	LOCKBOURNE	OH	43137	FRANKLIN	BK5795375	CHAIN PHARMACY	K-VA-T FOOD STORES INC	null	DBA FOOD CITY PHARMACY #438	50 MORTON BLVD	HAZARD	KY	41701	PERRY	S	9193	00591320301	HYDROCODONE	1.0	null	null	null	null	null	04272007	0.45405	100.0	3165	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW5674189	CHAIN PHARMACY	WAL-MART PHARMACY 10-2020	null	905 S. COLLEGE AVE	null	RENSSELAER	IN	47978	JASPER	S	9193	00406036501	HYDROCODONE	2.0	null	null	null	null	null	08172007	0.6054	200.0	708022201	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
PM0021535	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3775 SEAPORT BLVD	WEST SACRAMENTO	CA	95691	YOLO	BS6897447	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #0918	6340 COMMERCE BLVD	null	ROHNERT PARK	CA	94928	SONOMA	S	9143	00093003101	OXYCODONE	7.0	null	null	073243497	null	null	08072007	12.550999999999998	700.0	708003368	OXYCODONE HYDROCHLORIDE EXTENDED-REL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	McKesson Corporation	20.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	BK6488325	CHAIN PHARMACY	KMART PHARMACY	null	2690 PETERS CREEK PARKWAY	null	WINSTON-SALEM	NC	27127	FORSYTH	S	9143	00093003201	OXYCODONE	1.0	null	null	070080092	null	0000	04052007	3.5860000000000003	100.0	704012487	OXYCODONE HYDRCHLORIDE 40MG EXTENDED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Cardinal Health	40.0
PM0037401	DISTRIBUTOR	MC QUEARY BROTHERS	null	4727 E. KEARNEY	PO BOX 5955	SPRINGFIELD	MO	65801	GREENE	BS7443928	RETAIL PHARMACY	SWEET SPRINGS PHARMACY INC	null	401 S. LOCUST	null	SWEET SPRINGS	MO	65351	SALINE	S	9143	60951060285	OXYCODONE	1.0	null	null	07XMQ0067	null	null	05212007	2.241	500.0	15728	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Mc Queary Brothers	5.0
PR0104593	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	280 DIVIDEND RD	ROCKY HILL	CT	6067	HARTFORD	BW3916143	CHAIN PHARMACY	WALDBAUM	null	WALDBAUM'S PHARMACY	3377 HEMPSTEAD TURNPIKE	LEVITTOWN	NY	11756	NASSAU	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	01312007	2.27025	500.0	701017668	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RE0328181	DISTRIBUTOR	ECKERD CORPORATION #6302	null	8 QUEEN ANNE COURT	null	LANGHORNE	PA	19047	BUCKS	BT1266546	CHAIN PHARMACY	RITE AID PHARMACY #11221	null	801 EAST PULASKY HIGHWAY	null	ELKTON	MD	21921	CECIL	S	9143	00591093201	OXYCODONE	10.0	null	null	070266433	null	null	04272007	8.965	1000.0	11264	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Eckerd Corporation	10.0
RW0231908	DISTRIBUTOR	CARDINAL HEALTH	null	2353 PROSPECT DR	null	AURORA	IL	60502	DUPAGE	BW1424629	RETAIL PHARMACY	WILLIAMS BROS HEALTH CARE PHARMACY	null	10 WILLIAMS BROS. DR.	null	WASHINGTON	IN	47501	DAVIESS	S	9193	00406036305	HYDROCODONE	1.0	null	null	null	null	0000	05302007	3.0269999999999997	500.0	705069931	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	BM8060547	RETAIL PHARMACY	MARKET ST PHARMACY INC	null	PO BOX 38	317 MARKET ST	NEW CASTLE	VA	24127	CRAIG	S	9143	52152021402	OXYCODONE	5.0	null	null	065829094	null	0000	02122007	6.72375	500.0	702029941	OXYCODONE HYDROCHLORIDE TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	15.0
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	BC5774941	CHAIN PHARMACY	MOGADORE CVS, INC.	DBA: CVS/PHARMACY # 03090	3 NORTH CLEVELAND AVE.	null	MOGADORE	OH	44260	PORTAGE	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	10032007	2.27025	500.0	25861	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
